id,pk,artist,title,category,genre,cdextra,year,track01,track02,track03,track04,ClusterID
100571,aa0bd10e,Ballycotton,A LA CUT,folk,Folk,,,The Lighting,Gnom's Firedance,Se or Rossi,"Eg szs gedere, M rri M ykky",100571
100572,aa0c4c0d,John Brannen,Scarecrow,folk,Folk,,2000,Ready To Fly,Madonna Of The Moss,Bad Seeds,So Red The Roses,100572
100573,aa0c530c,Rembetika,Talking To Charos,folk,folk,,,San Pethano Sto Karavi,Mes Stis Polis To Haman,Stis Pentelis Ta Vouna,Vathia Mesanichta,100573
100574,aa0c720b,Flunk,For Sleepyheads Only,folk,Electronic,,,I Love Music,Blue Monday,Miss World,Sugar Planet,100574
100575,aa0c820d,Juliette Greco,  l'Olympia 1992 CD2,folk,,,,La folle,Choer d'enfants,La Javanaise,Accord on,100575
100576,"aa0c990d,c40c990d",Okay Temiz,Fis Fis Tziganes,folk,,Okay Temiz              - percussion\r\nHasan Yarim Dunya -,,Fis Fis,Agri Dagi,Orient,Bom Bili Bili,100576
100577,aa0ccf0d,               ,"  ,     ,         ",folk,,,,     ,            ,              ,       ,100577
100578,aa0d020d,Suzanne McDermott,Ephemera,folk,,,1998,Great Day,Farther Still,Mine For Good,Amico in Vasto,100578
100579,aa0d340d,Secret Garden,once in a red moon,folk,Celtic,YEAR: 2002 ID3G: 88,2002,01 - awakening,02 - you raise me up,03 - silent wings,04 - greenwaves,100579
100580,aa0d370c,Atticus Fault,Atticus Fault,folk,Alternative,,2001,Soundtrack,My First Trip to Mars,Too Late,Little People,100580
100581,aa0d650e,J.P. Cormier,Another Morning,folk,,,,Another Morning,Kelly's Mountain,Highland Dream,Gone,100581
100582,aa0d940c,Dj Mariachi,A Toda Bachata,folk,Ethnic,,2003,Asi -Fue,Directo Al Corazon,Dos Locos,Extra o Mi Pueblo,100582
100583,aa0db10c,Boiled in Lead,Antler Dance,folk,Celtic Rock,,1994,Newry Highwayman,Pontiaka,Walk through the Door,Sugarfoot Congress,100583
100584,aa0e410b,IrshAires,IrishAires,folk,Celtic,YEAR: 2001 ID3G: 88,2001,The Coast of Galicia,Bridget Cruise,Sliabh Gallen brae,Mountains of Pomeroy,100584
100585,aa0e5e0b,Ani DiFranco,up up up up up up,folk,Pop-Folk,YEAR: 1999,1999,'tis of thee,virtue,come away from it,jukebox,100585
100586,aa0e920d,Renzo Arbore e l'Orchestra Italiana,Insalata 'e mare,folk,,,,Renzo Arbore  / Insalata 'e mare,Renzo Arbore  / Aummo aummo,Renzo Arbore  / L'hai voluto tu,Renzo Arbore  / Scapricciatiello,100586
100587,aa0ed50c,Tomas Michaud,New World Flamenco Jazz,folk,Instrumental,YEAR: 2001,2001,Seville,French Kiss,Moroccan Lullaby,Whispers of Paradise,100587
100588,aa0f380c,Micich & Espe,Stacking Stones,folk,Folk,YEAR: 1998 ID3G:  80,1998,Stacking Stones,Wood Dance,Customs House,Bourree in A Minor,100588
100589,aa10fd0c,Jacqui McShees Pentangle,At The Little Theatre,folk,,,2000,She Moved Through The Fair,Jabalpur,Once I Had A Sweetheart,The Nightingale,100589
100590,aa12a40b,Leonard Cohen,"Blossoms Of Heaven, Ashes Of Hell (CD 2)",folk,Folk,YEAR: 1993,1993,I'm Your Man,Joan Of Arc,Closing Time,Take This Waltz,100590
100591,ab07780d,Owl & the Pussycat,Owl & the Pussycat,folk,Indie,,,Curtains,I Hate the Sun,Blinds,C'est Moi,100591
100592,ab07820c,Will Tura,Album 6 - 1968,folk,,,,Angelina,Doe doe het niet meer,Zorg voor m'n hart,Mac donald,100592
100593,ab08250c,David Shepherd,A Shepherd's Song of Faith,folk,Gospel,ID3G: 38,,"Sweet, Sweet Spirit",Alleluia,Victory in Jesus,The Lord's Prayer,100593
100594,ab089c0c,The Happy Balloon,The Fine Art Of Ballooning,folk,Indie,YEAR: 2001,2001,Temma Harbour,Among The First To Know,I Think Of You,People In Motion,100594
100595,ab09290c,Anthony,Eens zal alles overgaan,folk,Folk,,2002,Eens zal alles overgaan,Geen dag gaat voorbij,Meisje van m'n dromen,Eens schijnt voor jou de zon wel weer,100595
100596,ab09390d,The Foremen,What's Left,folk,Folk,ID3G:  80,1996,Scorched Earth Day,San Diego,What Did You Do On Election Day,California Couldn't Pay Our Education,100596
100597,ab09550c,V. Vysotskij,Zyganka s kartami,folk,folk,,1999,Title 01s,Title 02s,Title 03s,Title 04s,100597
100598,ab097c0e,Bregenzerw lder Dorfmusikanten,Melodie der Heimat,folk,Volksmusik,,,"Heimat der Berge, deine Lieder",Komm r ber an mein Platzerl,Melodie der Heimat,Stimmungskn ller - Potpourri mit Polkahits,100598
100599,ab09870e,Jevgeni Doga - V Babuskinel - Original Soundtrack,Das Zigeunerlager zieht in den Himmel - Original Soundtrack,folk,Soundtrack,Das Zigeunerlager zieht in den Himmel - Origninal Soundtrack\n\nD,1976,Prolog,Bricka,Doroga,Sare Patrja,100599
100600,ab098c0d,Various,Children of The World,folk,Folk,YEAR: 1994 ID3G: 80,1994,Gerry`Saddleback / Cree Grass Dance,Don`Ross / First Ride,Don`Ross / Spirit Wars,Don`Ross / August On The Island,100600
100602,ab09a40e,Anne Lorne Gillies,The Songs of the Gaels,folk,Celtic,YEAR: 1997,1997,Am Buachaille Ban,Ho Ro Chall Eile,Na h-uain Air An tulaich,Cumha Iain Ghairbh Ratharsair,100602
100603,ab09b70c,Bergfeuer,Freiheit,folk,Folk,,1998,"Yippie, Ay, Ay, Ay",Freiheit,Die Sterne von Nepal,Steh auf und Geh,100603
100604,ab09d70c,Dizionario della canzone italiana,17 Cabaret 1,folk,Cabaret,,,Renzo Arbore / Smorza 'e Llights,Cochi e Renato / La Gallina,Enzo Jannacci / Ho Visto Un Re,Lino Toffolo / Oh Nina (Vieni Gi  Dal Basso Che Te Vojo Ben),100604
100605,ab09f60c,Los Palmera,Cuando el amor se da a,folk,Folklore,YEAR: 2001 ID3G: 115,2001,Cuando el amor se da a,Avisame,La chica de rojo,Dile a tu nuevo querer,100605
100606,ab0a150c,Mariona Sagarra,Frec a Frec,folk,Folk,YEAR: 2000,2000,El Faroner del Cap de Creus,Verona,Can o de Suburbi,Instituci  de l'Ombra,100606
100607,ab0a2c0e,The Champions 1994,,folk,,,,Samen kunnen wij de wereld aan,Wij houden van Oranje,We are the Champions,Oranje bovenaan,100607
100608,ab0a310e,Dominguinhos,Chegando de Mansinho,folk,Folk,,,"Puxa-puxa, rala coco",Xote puladinho,Plantio de amor,Preciso do teu sorriso,100608
100609,ab0a3b0e,Marcel Dadi,best of Dadi,folk,Folk,YEAR: 1989 ID3G:  80,1989,les sc naristes,prelude to the rain,just a little water,turkish delight,100609
100610,ab0a470d,Talleys,Life story,folk,Gospel,,,When anyone looks at me,I'm gonna stand,Prologue: tell me story,He loved us more,100610
100611,ab0a730c,Acanto,Segnali di fumo,folk,Soul,,,Canto nomade,Pappend'arena,Venti del fato,Nebbia di pensierei,100611
100612,ab0a910c,Dervish,Harmony Hill,folk,Folk,ID3G:  80,,Apples in Winter,Hills of Greenmore,The Green Fields of Miltown,Bellaghy Fair,100612
100614,ab0aa80d,Geantrai,The Music Makers,folk,,,,"The Ballydesmond No.2, Neilli - Polkas",St. Mary's Abbey - Melody,An Mhaighdean Mhara - Vocal,"Jig of Slurs, Langstram's Pony - Jigs",100614
100615,ab0ace0d,Boogart,V nner f r livet,folk,,,,Stannar tiden f r din skull,Som i en dr m,Det st rsta,V nner f r livet,100615
100616,ab0af60e,Various,Ons Eie - Musiek vir altyd,folk,Afrikaans,Decibel Musiek Compilation,1997,Anneli van Rooyen / Nou of nooit,Johan Stemmet / My plekkie op aarde,Rina Hugo / Ek sien vandag die son weer skyn,Philip Moolman / Hoog bo die wolke,100616
100617,ab0b0b0b,Various,Balkanija - Miracolo,folk,Ethnic,Balkanic Music,2002,Prokleta Je Amerika,Mora Mandolino,Vranje,Mujo Ferra Il Suo Cavallo,100617
100618,ab0b110e,Osvaldo Pugliese,Maestro Del Tango,folk,Tango,YEAR: 1996 ID3G: 113,1996,Osvaldo Pugliese - Instrumental / Inspiraci n,Osvaldo Pugliese - Instrumental / Taconeando,Osvaldo Pugliese - Instrumental / Lorenzo,Osvaldo Pugliese - Instrumental / Adi s Nonino,100618
100619,ab0b430d,Folk Scat,Folk Scat,folk,,,,Ianinku,"Repne, Kalinke",Vliazla e Donka,F r Elise,100619
100620,"9c0b590c,ab0b590c",Jos  Feliciano,Best Of -(CD1),folk,,Saar Records-2000,,Che Sara,The Last Time,Daniel,Hi-heel Sneakers,100620
100621,ab0b8d0d,Wolter Kroes,Niemand Anders,folk,Folk,,2002,Jij bent alles voor mij,Ik heb de hele nacht liggen dromen,Niemand anders,We gaan naar de kermis,100621
100623,ab0be90d,Peggy Watson,A Thousand Wishes,folk,,,,Dance Like That,Somebody Hold Me,I Can't Wait,Little Desert Town,100623
100624,ab0c0b0c,Gospel Joy,Higher and Higher,folk,Gospel,YEAR: 2001,2001,But i still Haven't found,Amazing Grace,Lord help me to hold out,Higher and Higher,100624
100625,ab0c3d0d,Lindsay and Gowan,Thoughts and Stories,folk,,,,I Realize,Lover Take Care Of My Heart,Cool and Clear,Barbra Says,100625
100626,ab0c7f0d,Saddleback Church,One Nation Under God,folk,,,,The Pledge Of Allegiance (spoken),The Battle Hymn of the Republic,Star Spangled Banner,America's Forgotten Son/America The Beautiful,100626
100627,ab0c810d,The Pentangle,Basket Of Light,folk,Folk,Castle Music CMRCD207 2001,,Light Flight,Once I Had A Sweetheart,Springtime Promises,Lyke-Wake Dirge,100627
100628,ab0cbe0d,John Mayer,John Mayer,folk,Pop,,2001,No Such Thing,Why Georgia,My Stupid Mouth,Your Body is a Wonderland,100628
100629,ab0ce20e,St phane Durand,Cosmic Drone,folk,Folk-Rock,YEAR: 2003,2003,Afficionados,Orokhan,Califat,Cosmic Drone,100629
100630,ab0d140c,Meiway,extraterrestre,folk,,,,Meiway - Extraterrestre,Meiway - Makoh,Meiway - Babayere,Meiway - Le Gbouniac,100630
100631,ab0d150d,The Irish Brigade,Better Late Than Never,folk,,,,Natives,Jigs,Rose Marie,Barleycorn and Rell Tarbolton,100631
100632,ab0d670e,Seelyhoo,leetera,folk,Celtic,,1998,"na spioradan briste, grace brechin","hoy high, hoy low",bidh clann ulaidh,"the marquis of huntly's farewell, ashey's strathspey, kathryn",100632
100633,ab0da80c,The Iron Horse,Demons & Lovers,folk,Folk/Rock,,1997,Auchindoon,Anathea,The Luthier,The Traveller,100633
100634,ab0dbb0c,Carlos N  ez,Os amores libres,folk,Folk,,,Jigs and Bulls,Os Amores Libres,Mui eiras da Sorte,Mar a Soli a,100634
100636,ab0e550d,Kim Carnes,CAFE RACERS,folk,Folk-Rock,,2001,You make my heart beat faster,Young love,Met you at the wrong time in my life,Hurricane,100636
100637,ab0ef40f,VARIOUS ARTISTS,GOCE FEST 2001,folk,------------------ MKD NARODNA ------------------,,2001,01 - PETRANKA KOSTADINOVA - MAJKA,02 - KRUME SPASOVSKI - EJ MOGILA,03 - BLAGICA PAVLOVSKA - CEDO SUM NA ZEMJA,"04 - GRUPA \KITKA\"" - NASA MILA MAJKA""",100637
100638,ab10000d,Eliza Carthy,The Definitive Collection,folk,Folk,YEAR: 2003 ID3G: 80,2003,The Light Dragoon,Greenwood Laddie,Mother go make my bed,Cold Wet & Rainy Night,100638
100639,ab104c0c,Diary of Dreams,Freak Perfume,folk,Gothic,,,Traum:A,the Curse,O'Brother Sleep,Chrysalis,100639
100640,ab10ac0d,Nadau,Nadau en companhia - Zenith de Pau 96,folk,Occitan - Bearnes,YEAR: 1996,1996,Rond u Celinda,Pengabel t,Un dia dab Pep ,Lo casau de Josefina,100640
100641,ab11720c,Anelise Knudsen,Ballade 1,folk,Folk,YEAR: 2002 ID3G: 80,2002,Anelise Knudsen - Juleballaden,Anelise Knudsen - Palle til barsel,Anelise Knudsen - Elverskud,Anelise Knudsen - Havfruens sp dom,100641
100642,ab120c20,Flatt & Scruggs,Flatt & Scruggs 1959 - 1963 Volume 5,folk,,,,Salty Dog Blues,Durham's Reel,Down The Road,Rainbow,100642
100643,ab12460b,Officina Zoe',Sangue Vivo,folk,Pop-Folk,YEAR: 2000 ID3G: 53,2000,Don Pizzica,Ijentu,Nifta Maiu,Filia,100643
100644,ac07860c,Various Artists,Polka treffen mit der Steirischen Harmonika,folk,Folk,,,Flinke Finger - Familie Laimer,"Tiroler Lieder, Tiroler Kl nge - Zillertaler Alpenflitzer",Sportler Polka - D' Neuneralm Musi,So Eine Feier - Die Lustigen Holzknecht,100644
100645,ac07c50c,Big Timber Bluegrass,The Best of Bluegrass,folk,Folk,,,Tall Timber,Our Last Goodbye,Lonely River,What About You,100645
100646,ac07fa0d,Margo Hennebach,Comfort and Joy,folk,Folk,With Mark Saunders,1998,God Rest You Merry,How Far Is It To Bethlehem,We Three Kings,Joy To the World,100646
100647,ac08240c,"Peter, Paul & Mary",(Moving),folk,Folk,,1963,Settle Down (Goin' Down That Highway),Gone The Rainbow,Flora,Pretty Mary,100647
100648,ac08340c,Varios,Parranda Vallenata,folk,Folklore,,,"La burrita de Eliseo, Corraleros Mesa","El testamento, Bovea","Paloma garumera, Corraleros Guti rrez","La prima, Juancho Polo",100648
100649,ac08610c,Herschel Sizemore,Back in Business,folk,Bluegrass,,1993,Your Love is Like A Flower,Uncle Charlie,I've Lost You,Grey Eagle,100649
100650,ac08840c,Austria 7,A biss'l mehr...,folk,,,,Emanzenpolka,In Rio de Janeiro,Die wundersch ne Monika,Mir ham ja alle unser Idealgewicht,100650
100651,ac08a20d,Le Myst re Des Voix Bulgares,Le Myst re Des Voix Bulgares Vol. 1,folk,,,,Pilentze Pee,Svatba,Kalimankou Denkou,Strati Na Angelaki Doumasche,100651
100652,ac08bb0e,Tres Sudamericanos (Los),Todos los Exitos,folk,,,2001,Cartagenera,La felicidad,Coraz n contento,Me lo dijo Perez,100652
100653,ac08cc20,Sing & Learn vol1,,folk,Folk,,,The Song of ABC,Speak : The Song of ABC,"One,Two, three, Four, five","Speak : One,Two, three, Four, five",100653
100654,ac092b0c,Kjarkas,Kutimuy (Vuelve),folk,Folk,,,Kutimuy (Vuelve),Killa Wa uy (Muerte De La Luna),Tata Inti (Padre Sol),Camino  A La Monta a,100654
100655,ac09340e,Various Artists,The Balkans - Yugoslavia - Hungary - Rumania,folk,Folklore,,,Ancino Kolo Dance,Life Is Beautiful,People Like Sota,Taste Of Srecno,100655
100656,ac09480f,German Hofmann,Ochsenfurter Musikantenherz,folk,,,,Barbarossa-Marsch,Der Pappa und die Mama san immer f r Di da,Klarinettenmuckel,Merci Mausi,100656
100657,ac094f0c,Mama La Terre,La Vie En Rose,folk,,,,Mama La Terre,Samba Tequere,Bon Bon,Priejatjel,100657
100658,ac096c0c,"Egge, Ana",Mile Marker,folk,Folk,YEAR: 1999,1999,Mind Over Matter,Mile Marker,Waitress,Ain't Life a Brook,100658
100659,ac098a0e,Shu-bi-dua,Shu-bi-dua 14,folk,Pop-Folk,ID3G: 53,1993,Hall jsa,Sko & St vler,Pigen p  Sandbjergg rd,Telefon,100659
100660,ac09990e,Lechner Buam,Das so was gibt,folk,Volksmusik,,,Schlo gold-Polka,Na guat dann net,Wer hat s denn net schon ausprobiert,Lechner Schwung,100660
100661,ac09cd0e,Wendy Leigh,Harp & Piano Solos (1999),folk,Celtic,YEAR: 1999,1999,Star Of The County Down - Traditional Irish,Greensleeves - Traditional Irish,The Parting Glass - Traditional Irish,Sally Gardens - Traditional Irish,100661
100662,ac09e30c,Ann Reed,Timing Is Everything,folk,Folk,,,Love Like This,I Write A Letter,Martha,"The Dark, The Outhouse...",100662
100663,ac0a070d,Basia Frydman,A fremde in der nacht,folk,,,,Dir a waltz,Dejm man ich lib,Maj harts gehrt trum tatn,Zimmertejg,100663
100664,ac0a100d,Lena Teigen,Lena II,folk,,,,Why Did It Have To Be Me,Togehter,Trollm ne,Have You Ever Seen The Rain,100664
100665,ac0a140d,Varios Artistas,Antolog a De La Navidad Canaria,folk,Villancicos,,2000,Una Sobre El Mismo Mar,Lo Divino,Navidad Guanche,Ven Conmigo Pastorcito,100665
100666,ac0a3d0d,David Francey,Skating Rink,folk,,,,skating rink,broken glass,exit,come rain or come shine,100666
100667,ac0a6e0b,Terje Tysland,Hurra For M,folk,,,,Arti Borti Der,Sk l For En Deilig Dag,Fly Med Alle Vindan,Param Param Pampam,100667
100668,ac0a710d,Schrammel & Slide,Ja ja,folk,,A modern Guide to world music,,Tumbler Swing,Santa Anna,Fr hst cksduft,Ja Ja,100668
100669,ac0a8b0c,Horst Chmela,Stolpern d rfst ....,folk,Folklore,,,Wie narrisch,Wir sind ausgeliefert,Puppi. i mog di nimmer,Wenn i zum Bach abi geh',100669
100670,ac0a950c,Lo mejor de Confluencia,Confluencia,folk,Ballad,,1997,Ernesto Lecuona / Malaguena,Ernesto Lecuona / Siboney,E. Martin - W. Dominguez / Aguas profundas,Ernesto Lecuona / Andalucia,100670
100671,ac0a9d0d,The Gaels,Rince,folk,Celtic,YEAR: 1998,1998,Farewell To Erin/Dinky's,The Fall Jig/What Would You Do?/The Kesh Jig,Chester City/Julia Delaney,Rakish Paddy/Paddy's Rake,100671
100672,ac0aa20c,Vai-Vai,Sambas de Enredo (CD 1: 1978 a 1989),folk,Samba,,2001,Na Arca de Noel Rosa,"Festa do Povo, em Festas e Fantasias",Vai-Vai Orgulho da Saracura,Acredite se Quiser,100672
100673,ac0adc0c,Moving Cloud,Cuckanandy,folk,,,,Raggle-Taggle Gypsy - Within a Mile from Dublin (Song & Reel),Cape Clear - Castlekelly - Man of Aran (Slow Air & Reels),Maid of Coolmore (Song),Gallagher's Frolics - Mist Covered Mountain - Humours of Whiskey (Double Jigs & Slip-Jig),100673
100674,ac0ae70e,Florie Brown,Best of Irish fiddle tunes,folk,,,,Garrai na bhFeileoig; The hunters purse; June apple; Silver spire,Hymours of Ennistymon; Monaghan Jig,Once I loved,Merrily kiss the Quaker; Morning dew; Loch Earn reel,100674
100675,ac0b370d,Mexicanto,En el Camino,folk,Folk,,,Hola bienvenidos,Agua de mar,Amor,La calidez de mi hogar,100675
100676,ac0b6d0c,El Houssaine Kili,Safran,folk,Ethnic,YEAR: 2000 ID3G: 48,2000,Inshallah,Maria,Gnawa,Aulidi,100676
100677,ac0b710c,Toquinho,Instrumental,folk,,,,Asa Branca,Caro Raul,Misturando idiomas,Tarde em Itapoa,100677
100678,ac0b930d,Brian Joens,Hometown Planet,folk,Folk,ID3G: 80,,Back in Iowa,Sentimental Alice,My God,Slow Drive,100678
100679,ac0b950d,          Ÿ, ̻縮  ʰ1,folk,Folk,,2001, ູ        ,  Ÿ ϳ       Ѵ ,       ȭ,  ȭ  ,100679
100680,ac0ba00d,Bill McGarvey,Tell Your Mother,folk,Folk,,2003,Stay,Tell Your Mother,5 O'Clock Hero,Now,100680
100681,ac0bae0c,Keith Hancock,Madhouse,folk,,,,Headline News,Helter Skelter,The Bad Loser,The Strangest Of Lands,100681
100682,ac0bc20b,JUAN MANUEL SERRAT,Versos En La Boca,folk,,,,De Cuando Estuve Loco,As  En La Guerra Como En Los Celos,La Bella Y El Metro,Que Ser  De M ,100682
100683,ac0bcf0c,Martin Sexton,The American,folk,Folk,,1998,Glory Bound,The American,Station Man,My Maria,100683
100684,ac0bea0c,Oliver Schroer,Celtica,folk,Celtic,,,Wake up happy,A tale with no beginning,Crazy about you,Peter and Diane,100684
100685,ac0c310e,ionatos,pas de titre,folk,,,,PisteAudio 01,PisteAudio 02,PisteAudio 03,PisteAudio 04,100685
100686,ac0d650c,Brian Wiltsey,Ghost on the Outside,folk,Folk-Rock,YEAR: 2003,2003,Something So Strange,It's About Time,When It's Over,First Mistake,100686
100687,ac0d760c,Amadou & Mariam,Wati,folk,National Folk,YEAR: 2002 ID3G:  82,2002,Walide,Ilbiwan,Les Temps Ont Chang ,Baroni,100687
100688,ac0d850c,S  & Guarabyra - Ao Vivo,S  & Guarabyra,folk,MPB,,,Espanhola,Dona,Ca ador de Mim,Sobradinho,100688
100689,ac0da80c,Dangaa Khosbayar,Altai,folk,,,,Saga Of Dschingis Khan,Native Calls,Carvan To Kasachstan,Mongolian Mood,100689
100690,ac0e0a0e,DERTUM,DERTUM,folk,,,,Dafino Fino Crveno,Zapjevala Sojka Ptica,Lijepi Li Su Mostarski Ducani,More Sokol Pije,100690
100691,ac0ed50d,BETO Y FRANCO,CELEBRANDO,folk,VALLENATO,,2001,CUANDO LA VI,PONTE PILAS,VINE A CONQUISTARTE,MOSAICO,100691
100692,ac0f670e,Matrix,Djeca noci,folk,Dance,,,Children Of The Night,Romeo i Julija,Rodjeni za pobjede,Posalji mi SMS,100692
100693,ac0fc80b,Bob Dylan,Live in England,folk,Folk-Rock,,1966,Fourth Time Around,Desolation Row,Just Like a Woman,Mr. Tambourine Man,100693
100694,ac10720d,Various,World's Best Acoustic Worship,folk,Gospel,ID3G:  38,,We Will Embrace Your Move,The River is Here,I Belong to a Mighty God,Because We Believe,100694
100695,ac11560c,Harry Chapin,The Essentials,folk,Folk,ID3G:  80,,Taxi,Sunday Morning Sunshine,W*O*L*D,Cat's In the Cradle,100695
100696,ac116f0e,Kepa Junkera,Maren,folk,Folk,,2001,Bok-Espok,Ny Hirahira,Busturiko Vikingoak,Mundaka,100696
100697,ac11781e,"Double Feature: Die 17 HippiesTreppe\"";Di grine Kuzine / Soundtrack \""Halbe Feribot""",folk,Pop-Folk,YEAR: 2002 ID3G:  53,2002,17 Hippies - Oros I,17 Hippies - Gelb zwo drei,17 Hippies - Isabeau...,17 Hippies - Kein Feuerzeichen,17 Hippies - Sandgate,100697
100698,ac12483e,Alan Lomax,Caribbean Voyage: Brown Girl in the Ring,folk,,,,There's a Brown Girl in the Ring,There's a Brown Girl in the Ring,"One, Two, Three",Zinglito,100698
100699,ad05920f,Sj r var Fabbe,och 14 andra s nger om b tar och vatten,folk,Folklore,YEAR: 1995,1995,Mugge Bigge,Nisse t nker sj man bli,Josefin,Jag hade en g ng en b t,100699
100700,ad07e80d,Jimmy Sturr,Dance With Me,folk,Polka,,1998,Make Mine Polka w Oak Ridge Boys,My Polka Dot w Johnny Karas,Stellato's Polka,May All Your Drams Come True Waltz w Oak Ridge Boys,100700
100701,ad08660c,Various,The Best of Folk Music (Disc 1),folk,,,,There But For Fortune (Joan Baez),The Night They Drove Old Dixie Down (Joan Baez),We Shall Overcome (Joan Baez),This Land Is Your Land (Wood Guthrie),100701
100702,ad08750c,Golden Gate Quartet,The 80's,folk,Gospel,ID3G:  38,,GOOD NEWS the chariot's coming,JOSHUA fit the battle of Jericho,DON'T YOU TALK ABOUT IT,SAINT-LOUIS BLUES,100702
100703,ad08f40c,Fairport Convention,What We Did On Our Holidays,folk,,,,Fotheringay,Mr. Lacey,Book Song,"\The Lord Is In This Place...How Dreadful Is This Place""",100703
100704,ad09720d,"Seemanns-Chor \Elbe1\""""",Melodien in Luv und  Lee,folk,,,,Einmal noch nach Bombay,"Der Bootsmann, das ist unser bestes St ck",Und das weite Meer,Du kleine blonde Anke,100704
100705,ad09930e,Denis Novatoa Austria,O du mein Osterreich - O moja Avstrija - O tu mia Austria,folk,Folklore,,1999,O du mein Osterreich,Die lustigen Holzhackerbuam,"Ein prosit! Trink, trink, Bruderlein trink",Rosamunde,100705
100706,ad099b0e,Cesarice,Cesarice 2,folk,,,,I klice djevojka,Pruz desnicu,"Siroko, levonte",Jubav moja,100706
100707,ad09b20c,Suntrap,Long Winter Coat,folk,Folk,Tracks titled and numbered,2001,01 Long winter coat,02 Flash company,03 Star,04 Sparkle,100707
100708,ad09b60c,        ,                      ,folk,Folk,,,              ,                      ,                      ,                     ,100708
100709,ad09f00d,Hedningarna,Hedningarna,folk,Scandinavian,YEAR: 1989,1989,Polska Efter Pelle Fors,F rtvivlans Polska,H xpolskan,Skavl ten,100709
100710,ad0a000d,Cosy Sheridan,Grand Design,folk,Folk,\nYEAR: 1999  ID3G:  80,1999,The Little Train,A Fool Entering The World,Don't Go In The Water,Tell Me It All Works Out In The End,100710
100711,ad0a430c,Ron Romanovsky,Hopeful Romantic,folk,Pop,,1992,The Telephone Company Loves Me,Sacrifices,When I Hear A Love Song,I Like To Polka,100711
100712,ad0a4920,Peter Pickow,Step One Play the Pennywhistle,folk,Folk,Step One Teach Yourself Pennywhistle\nAMSCO Publications\nDivision of Musi,2000,Introduction,Getting Started,First Jig,Three More Notes,100712
100713,ad0a4d0c,Driving With Fergus,The Welcoming Table,folk,Celtic,YEAR: 2002 ID3G: 88,2002,Lad O' Beirne's/Saddle the Pony,Trip to Pakistan/Cathal McConnell's/Sculley Casey's,The Gallant Frigate Amphitrite,John Brady's/Tim Moloney's,100713
100714,ad0aee0d,Te Vaka,traditional & contemporary music from the south seas,folk,Folklore,YEAR: 2000,2000,Tokelau,Te namo,Pate mo tou vae,Papa e,100714
100715,ad0b060d,Kate & Anna McGarrigle,Love Over and Over,folk,,,,Move Over Moon,"Sun, Son (Shining On the Water)",I Cried For Us,Love Over and Over,100715
100716,ad0b1c0c,toja,toja,folk,,,2001,Branle Du Pois,Hochzeitswalzer,Bufansco,Mayim,100716
100717,ad0b410c,              ,            ,folk,Chanson,,2000,                              ,               ,            ," ,                          ",100717
100718,ad0b520d,Kathy Kelly,The Best Of,folk,folk,,1999,You're Loosing Me,Te Quiero Y No Me Dejes,Eras Tu,Nothing Like Home,100718
100719,ad0b5b0d,The electrics,visions and dreams,folk,,,,2000 years,mercy mercy,disciples of disaster,some things a young man shouldn't have seen,100719
100720,ad0b7b0d,Subway to Sally,Album 1994,folk,Gothic,YEAR: 1994 ID3G: 49,1994,Cromdale,Rainman,Queen of Argyll,Barleycorn,100720
100721,ad0b8e0e,Alejandro Fatur,"Musica de Bariloche VII, Un sueqo encendido",folk,,,,Un sueqo encendido,Mientras veo a Malena,El tiempo se desliza,Nieva en el bosque,100721
100722,ad0b920d,Zillertaler Sch rzenj ger,Ischia Isola Bella,folk,National Folk,,,"Ischia, Isola Bella",CANADA,"Vater, bitte hol mi",WER SICH NACH LIEBE SEHNT,100722
100723,ad0bce0e,The rockefellas,The only Year,folk,,,,1,2,3,4,100723
100724,ad0bd20d,Demis Roussos,Demis Roussos Greater Love,folk,Ballad,,1986,Tropicana Bay,Summer in her eyes,Quantanamera,Greater Love,100724
100726,ad0c270c, ?  ? , ? 京フルーツ,folk,Folk,YEAR: 2000,2000,安心, ?  ?  ? ,カボ ?ャ,夢 ? 中 ?  ? ,100726
100727,ad0c450c,Crannog,Let's Not And Say We Did,folk,Celtic,,,"Dusty Window Ledge, Bonnie's Blue Brozzie",Kath's Joy,The Night Visit,Anne Marie's Hat,100727
100728,ad0c940d,Jewel,Spirit,folk,Acoustic,,2002,Deep Water,What's Simple Is True,Hands,Kiss The Flame,100728
100729,ad0ce50c,various,A Hot Life,folk,Indo Folk,Promotional Album 2,2003,Warna - Rindu Ini,Sheila On 7 - Kita,Padi - Sudahlah,The Groove - Satu Mimpiku,100729
100730,ad0d060c,Commissioned,A Collection,folk,Gospel,YEAR: 1991 ID3G: 38,1991,So Good To Know (The Savior),Ordinary Just Won't Do,Go Tell Somebody,If My People,100730
100731,ad0d320d,Non Trubada,Tarantela,folk,,,1996,Cdrom,El Canario,Duque De Cabra,Luz Mafasca,100731
100732,ad0e131e,Various Artists,Children's Choice,folk,,,,She'll be coming 'round the mountain,Five little men in a flying saucer,When Goldilocks went to the house of the bears,Five little monkeys bouncing on the bed,100732
